id_badania,nazwa,opis
1351,Badanie tarczycy,Ocena stanu układu krążenia.
1352,EKG,Wskazanie do wykonania w ramach profilaktyki.
1353,Spirometria,Zalecane przy podejrzeniu infekcji.
1354,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1355,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
1356,Holter EKG,Wymaga przygotowania na czczo.
1357,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1358,Cytologia,Wskazanie do wykonania w ramach profilaktyki.
1359,Tomografia komputerowa,Standardowe badanie diagnostyczne.
1360,Badanie okulistyczne,Nieinwazyjne i bezbolesne.
1361,Badanie okulistyczne,Ocena stanu układu krążenia.
1362,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
1363,Badanie okulistyczne,Ocena stanu układu krążenia.
1364,Holter EKG,Ocena stanu układu krążenia.
1365,Test PCR,Nieinwazyjne i bezbolesne.
1366,Badanie poziomu witaminy D,Pomiar funkcji narządów wewnętrznych.
1367,Test obciążenia glukozą,Zalecane przy podejrzeniu infekcji.
1368,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
1369,Badanie tarczycy,Wymaga przygotowania na czczo.
1370,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
1371,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1372,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
1373,Kolonoskopia,Pomiar funkcji narządów wewnętrznych.
1374,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1375,Test alergiczny,Ocena stanu układu krążenia.
1376,Badanie przeciwciał,Standardowe badanie diagnostyczne.
1377,Test PCR,Wskazanie do wykonania w ramach profilaktyki.
1378,Audiometria,Wyniki dostępne w ciągu 24 godzin.
1379,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1380,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1381,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1382,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
1383,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1384,Lipidogram,Ocena stanu układu krążenia.
1385,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1386,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1387,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1388,Badanie poziomu cukru,Wskazanie do wykonania w ramach profilaktyki.
1389,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1390,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1391,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
1392,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1393,Test alergiczny,Badanie obrazowe wysokiej rozdzielczości.
1394,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1395,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1396,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1397,USG jamy brzusznej,Badanie obrazowe wysokiej rozdzielczości.
1398,Badanie moczu,Stosowane w diagnostyce przewlekłych chorób.
1399,Spirometria,Wyniki dostępne w ciągu 24 godzin.
1400,EKG,Ocena stanu układu krążenia.
1401,Badanie tarczycy,Wymaga przygotowania na czczo.
1402,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1403,Spirometria,Pomiar funkcji narządów wewnętrznych.
1404,Badanie moczu,Ocena stanu układu krążenia.
1405,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
1406,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1407,EKG,Ocena stanu układu krążenia.
1408,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
1409,Holter EKG,Standardowe badanie diagnostyczne.
1410,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1411,Kolonoskopia,Standardowe badanie diagnostyczne.
1412,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
1413,Badanie hormonalne,Badanie obrazowe wysokiej rozdzielczości.
1414,Badanie poziomu cukru,Standardowe badanie diagnostyczne.
1415,Kolonoskopia,Nieinwazyjne i bezbolesne.
1416,EKG,Standardowe badanie diagnostyczne.
1417,Tomografia komputerowa,Ocena stanu układu krążenia.
1418,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
1419,RTG klatki piersiowej,Ocena stanu układu krążenia.
1420,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1421,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1422,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1423,Holter EKG,Nieinwazyjne i bezbolesne.
1424,Test alergiczny,Badanie obrazowe wysokiej rozdzielczości.
1425,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1426,Spirometria,Zalecane przy podejrzeniu infekcji.
1427,Test PCR,Wymaga przygotowania na czczo.
1428,Morfologia krwi,Badanie obrazowe wysokiej rozdzielczości.
1429,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1430,Holter EKG,Wymaga przygotowania na czczo.
1431,Badanie hormonalne,Standardowe badanie diagnostyczne.
1432,Kolonoskopia,Wskazanie do wykonania w ramach profilaktyki.
1433,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
1434,Holter EKG,Wymaga przygotowania na czczo.
1435,Badanie poziomu witaminy D,Stosowane w diagnostyce przewlekłych chorób.
1436,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
1437,Test alergiczny,Zalecane przy podejrzeniu infekcji.
1438,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1439,Lipidogram,Wymaga przygotowania na czczo.
1440,Morfologia krwi,Nieinwazyjne i bezbolesne.
1441,Badanie tarczycy,Pomiar funkcji narządów wewnętrznych.
1442,Morfologia krwi,Standardowe badanie diagnostyczne.
1443,Morfologia krwi,Wymaga przygotowania na czczo.
1444,RTG klatki piersiowej,Pomiar funkcji narządów wewnętrznych.
1445,Audiometria,Ocena stanu układu krążenia.
1446,Test PCR,Ocena stanu układu krążenia.
1447,EKG,Stosowane w diagnostyce przewlekłych chorób.
1448,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
1449,Cytologia,Wymaga przygotowania na czczo.
1450,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1451,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1452,EKG,Badanie obrazowe wysokiej rozdzielczości.
1453,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
1454,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
1455,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1456,Lipidogram,Wskazanie do wykonania w ramach profilaktyki.
1457,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1458,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
1459,Audiometria,Standardowe badanie diagnostyczne.
1460,Badanie przeciwciał,Zalecane przy podejrzeniu infekcji.
1461,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
1462,Tomografia komputerowa,Ocena stanu układu krążenia.
1463,Badanie przeciwciał,Standardowe badanie diagnostyczne.
1464,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
1465,Badanie przeciwciał,Wymaga przygotowania na czczo.
1466,Lipidogram,Pomiar funkcji narządów wewnętrznych.
1467,Badanie okulistyczne,Zalecane przy podejrzeniu infekcji.
1468,RTG klatki piersiowej,Wymaga przygotowania na czczo.
1469,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1470,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
1471,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1472,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1473,Badanie poziomu cukru,Wskazanie do wykonania w ramach profilaktyki.
1474,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1475,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1476,Badanie poziomu cukru,Pomiar funkcji narządów wewnętrznych.
1477,Tomografia komputerowa,Wyniki dostępne w ciągu 24 godzin.
1478,RTG klatki piersiowej,Ocena stanu układu krążenia.
1479,Rezonans magnetyczny,Nieinwazyjne i bezbolesne.
1480,EKG,Pomiar funkcji narządów wewnętrznych.
1481,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1482,Badanie poziomu witaminy D,Ocena stanu układu krążenia.
1483,Echo serca,Nieinwazyjne i bezbolesne.
1484,Kolonoskopia,Ocena stanu układu krążenia.
1485,Test PCR,Nieinwazyjne i bezbolesne.
1486,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1487,EKG,Stosowane w diagnostyce przewlekłych chorób.
1488,Morfologia krwi,Pomiar funkcji narządów wewnętrznych.
1489,Badanie kału,Wymaga przygotowania na czczo.
1490,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
1491,Badanie tarczycy,Standardowe badanie diagnostyczne.
1492,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1493,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1494,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1495,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1496,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
1497,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1498,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1499,Lipidogram,Pomiar funkcji narządów wewnętrznych.
1500,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1501,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1502,Badanie kału,Pomiar funkcji narządów wewnętrznych.
1503,Morfologia krwi,Wskazanie do wykonania w ramach profilaktyki.
1504,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
1505,Gastroskopia,Pomiar funkcji narządów wewnętrznych.
1506,Audiometria,Pomiar funkcji narządów wewnętrznych.
1507,Badanie moczu,Zalecane przy podejrzeniu infekcji.
1508,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1509,RTG klatki piersiowej,Standardowe badanie diagnostyczne.
1510,Audiometria,Wymaga przygotowania na czczo.
1511,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
1512,Badanie hormonalne,Nieinwazyjne i bezbolesne.
1513,USG jamy brzusznej,Zalecane przy podejrzeniu infekcji.
1514,Badanie okulistyczne,Wskazanie do wykonania w ramach profilaktyki.
1515,Badanie kału,Nieinwazyjne i bezbolesne.
1516,Badanie przeciwciał,Wskazanie do wykonania w ramach profilaktyki.
1517,Echo serca,Nieinwazyjne i bezbolesne.
1518,Lipidogram,Wyniki dostępne w ciągu 24 godzin.
1519,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1520,Audiometria,Wymaga przygotowania na czczo.
1521,Badanie poziomu witaminy D,Pomiar funkcji narządów wewnętrznych.
1522,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1523,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1524,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1525,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1526,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1527,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
1528,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
1529,EKG,Ocena stanu układu krążenia.
1530,EKG,Badanie obrazowe wysokiej rozdzielczości.
1531,Kolonoskopia,Wskazanie do wykonania w ramach profilaktyki.
1532,Cytologia,Stosowane w diagnostyce przewlekłych chorób.
1533,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1534,USG jamy brzusznej,Standardowe badanie diagnostyczne.
1535,Kolonoskopia,Standardowe badanie diagnostyczne.
1536,Spirometria,Standardowe badanie diagnostyczne.
1537,Cytologia,Wyniki dostępne w ciągu 24 godzin.
1538,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
1539,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1540,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1541,Test alergiczny,Wskazanie do wykonania w ramach profilaktyki.
1542,Badanie kału,Pomiar funkcji narządów wewnętrznych.
1543,Badanie przeciwciał,Wymaga przygotowania na czczo.
1544,Cytologia,Nieinwazyjne i bezbolesne.
1545,Gastroskopia,Wskazanie do wykonania w ramach profilaktyki.
1546,Spirometria,Wyniki dostępne w ciągu 24 godzin.
1547,EKG,Wskazanie do wykonania w ramach profilaktyki.
1548,EKG,Pomiar funkcji narządów wewnętrznych.
1549,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1550,Badanie okulistyczne,Stosowane w diagnostyce przewlekłych chorób.
1551,Badanie tarczycy,Wymaga przygotowania na czczo.
1552,Test alergiczny,Wyniki dostępne w ciągu 24 godzin.
1553,Badanie poziomu witaminy D,Wymaga przygotowania na czczo.
1554,RTG klatki piersiowej,Pomiar funkcji narządów wewnętrznych.
1555,Badanie kału,Wskazanie do wykonania w ramach profilaktyki.
1556,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1557,Morfologia krwi,Wymaga przygotowania na czczo.
1558,Badanie moczu,Zalecane przy podejrzeniu infekcji.
1559,Spirometria,Wymaga przygotowania na czczo.
1560,Lipidogram,Zalecane przy podejrzeniu infekcji.
1561,USG jamy brzusznej,Wymaga przygotowania na czczo.
1562,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1563,Badanie poziomu witaminy D,Nieinwazyjne i bezbolesne.
1564,Lipidogram,Standardowe badanie diagnostyczne.
1565,Spirometria,Wskazanie do wykonania w ramach profilaktyki.
1566,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1567,Tomografia komputerowa,Badanie obrazowe wysokiej rozdzielczości.
1568,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1569,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
1570,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
1571,Badanie moczu,Standardowe badanie diagnostyczne.
1572,Gastroskopia,Badanie obrazowe wysokiej rozdzielczości.
1573,Lipidogram,Nieinwazyjne i bezbolesne.
1574,Kolonoskopia,Zalecane przy podejrzeniu infekcji.
1575,Kolonoskopia,Nieinwazyjne i bezbolesne.
1576,EKG,Wskazanie do wykonania w ramach profilaktyki.
1577,Badanie okulistyczne,Wyniki dostępne w ciągu 24 godzin.
1578,Lipidogram,Pomiar funkcji narządów wewnętrznych.
1579,Badanie hormonalne,Wymaga przygotowania na czczo.
1580,Kolonoskopia,Wymaga przygotowania na czczo.
1581,Echo serca,Badanie obrazowe wysokiej rozdzielczości.
1582,RTG klatki piersiowej,Zalecane przy podejrzeniu infekcji.
1583,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1584,EKG,Pomiar funkcji narządów wewnętrznych.
1585,Lipidogram,Wskazanie do wykonania w ramach profilaktyki.
1586,Badanie moczu,Wyniki dostępne w ciągu 24 godzin.
1587,Test alergiczny,Ocena stanu układu krążenia.
1588,Echo serca,Zalecane przy podejrzeniu infekcji.
1589,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
1590,Badanie tarczycy,Ocena stanu układu krążenia.
1591,Tomografia komputerowa,Stosowane w diagnostyce przewlekłych chorób.
1592,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1593,USG jamy brzusznej,Wyniki dostępne w ciągu 24 godzin.
1594,Badanie kału,Wymaga przygotowania na czczo.
1595,Badanie poziomu cukru,Nieinwazyjne i bezbolesne.
1596,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1597,Test obciążenia glukozą,Wyniki dostępne w ciągu 24 godzin.
1598,Badanie poziomu cukru,Ocena stanu układu krążenia.
1599,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1600,RTG klatki piersiowej,Stosowane w diagnostyce przewlekłych chorób.
1601,Test obciążenia glukozą,Stosowane w diagnostyce przewlekłych chorób.
1602,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1603,Badanie okulistyczne,Standardowe badanie diagnostyczne.
1604,EKG,Standardowe badanie diagnostyczne.
1605,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1606,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1607,Echo serca,Wymaga przygotowania na czczo.
1608,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1609,Holter EKG,Wymaga przygotowania na czczo.
1610,Badanie hormonalne,Pomiar funkcji narządów wewnętrznych.
1611,Tomografia komputerowa,Zalecane przy podejrzeniu infekcji.
1612,Badanie okulistyczne,Zalecane przy podejrzeniu infekcji.
1613,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1614,Lipidogram,Badanie obrazowe wysokiej rozdzielczości.
1615,Gastroskopia,Wyniki dostępne w ciągu 24 godzin.
1616,Tomografia komputerowa,Wyniki dostępne w ciągu 24 godzin.
1617,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1618,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
1619,Test PCR,Badanie obrazowe wysokiej rozdzielczości.
1620,Gastroskopia,Stosowane w diagnostyce przewlekłych chorób.
1621,Test PCR,Stosowane w diagnostyce przewlekłych chorób.
1622,Audiometria,Wskazanie do wykonania w ramach profilaktyki.
1623,Test obciążenia glukozą,Pomiar funkcji narządów wewnętrznych.
1624,Badanie tarczycy,Nieinwazyjne i bezbolesne.
1625,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1626,Test PCR,Wskazanie do wykonania w ramach profilaktyki.
1627,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
1628,Cytologia,Badanie obrazowe wysokiej rozdzielczości.
1629,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
1630,Audiometria,Zalecane przy podejrzeniu infekcji.
1631,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1632,Tomografia komputerowa,Nieinwazyjne i bezbolesne.
1633,USG jamy brzusznej,Wskazanie do wykonania w ramach profilaktyki.
1634,Audiometria,Stosowane w diagnostyce przewlekłych chorób.
1635,Badanie tarczycy,Badanie obrazowe wysokiej rozdzielczości.
1636,Badanie poziomu witaminy D,Zalecane przy podejrzeniu infekcji.
1637,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
1638,Spirometria,Badanie obrazowe wysokiej rozdzielczości.
1639,Badanie moczu,Stosowane w diagnostyce przewlekłych chorób.
1640,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
1641,Badanie tarczycy,Standardowe badanie diagnostyczne.
1642,Kolonoskopia,Stosowane w diagnostyce przewlekłych chorób.
1643,Spirometria,Wyniki dostępne w ciągu 24 godzin.
1644,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1645,EKG,Wyniki dostępne w ciągu 24 godzin.
1646,Badanie moczu,Ocena stanu układu krążenia.
1647,Echo serca,Nieinwazyjne i bezbolesne.
1648,Spirometria,Ocena stanu układu krążenia.
1649,Spirometria,Zalecane przy podejrzeniu infekcji.
1650,USG jamy brzusznej,Nieinwazyjne i bezbolesne.
1651,Audiometria,Wymaga przygotowania na czczo.
1652,Badanie przeciwciał,Standardowe badanie diagnostyczne.
1653,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
1654,Spirometria,Pomiar funkcji narządów wewnętrznych.
1655,Test PCR,Ocena stanu układu krążenia.
1656,Holter EKG,Zalecane przy podejrzeniu infekcji.
1657,Test PCR,Zalecane przy podejrzeniu infekcji.
1658,Test obciążenia glukozą,Wymaga przygotowania na czczo.
1659,Badanie poziomu witaminy D,Wskazanie do wykonania w ramach profilaktyki.
1660,Holter EKG,Zalecane przy podejrzeniu infekcji.
1661,Test alergiczny,Pomiar funkcji narządów wewnętrznych.
1662,Test obciążenia glukozą,Standardowe badanie diagnostyczne.
1663,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
1664,Badanie hormonalne,Stosowane w diagnostyce przewlekłych chorób.
1665,Badanie przeciwciał,Nieinwazyjne i bezbolesne.
1666,EKG,Wskazanie do wykonania w ramach profilaktyki.
1667,Badanie tarczycy,Stosowane w diagnostyce przewlekłych chorób.
1668,RTG klatki piersiowej,Pomiar funkcji narządów wewnętrznych.
1669,Kolonoskopia,Nieinwazyjne i bezbolesne.
1670,Holter EKG,Ocena stanu układu krążenia.
1671,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
1672,Badanie moczu,Wymaga przygotowania na czczo.
1673,Cytologia,Zalecane przy podejrzeniu infekcji.
1674,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
1675,Audiometria,Badanie obrazowe wysokiej rozdzielczości.
1676,Holter EKG,Standardowe badanie diagnostyczne.
1677,Test PCR,Wskazanie do wykonania w ramach profilaktyki.
1678,Audiometria,Standardowe badanie diagnostyczne.
1679,Test PCR,Pomiar funkcji narządów wewnętrznych.
1680,Badanie moczu,Nieinwazyjne i bezbolesne.
1681,Badanie hormonalne,Ocena stanu układu krążenia.
1682,Morfologia krwi,Zalecane przy podejrzeniu infekcji.
1683,EKG,Stosowane w diagnostyce przewlekłych chorób.
1684,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1685,USG jamy brzusznej,Standardowe badanie diagnostyczne.
1686,Badanie kału,Badanie obrazowe wysokiej rozdzielczości.
1687,Rezonans magnetyczny,Stosowane w diagnostyce przewlekłych chorób.
1688,Echo serca,Wyniki dostępne w ciągu 24 godzin.
1689,Rezonans magnetyczny,Pomiar funkcji narządów wewnętrznych.
1690,Cytologia,Zalecane przy podejrzeniu infekcji.
1691,Badanie kału,Ocena stanu układu krążenia.
1692,RTG klatki piersiowej,Stosowane w diagnostyce przewlekłych chorób.
1693,RTG klatki piersiowej,Badanie obrazowe wysokiej rozdzielczości.
1694,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
1695,EKG,Badanie obrazowe wysokiej rozdzielczości.
1696,Badanie okulistyczne,Zalecane przy podejrzeniu infekcji.
1697,RTG klatki piersiowej,Wyniki dostępne w ciągu 24 godzin.
1698,Kolonoskopia,Standardowe badanie diagnostyczne.
1699,Rezonans magnetyczny,Wyniki dostępne w ciągu 24 godzin.
1700,Badanie moczu,Wskazanie do wykonania w ramach profilaktyki.
1701,Badanie moczu,Ocena stanu układu krążenia.
1702,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1703,Badanie okulistyczne,Badanie obrazowe wysokiej rozdzielczości.
1704,Echo serca,Wymaga przygotowania na czczo.
1705,Badanie poziomu cukru,Ocena stanu układu krążenia.
1706,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
1707,USG jamy brzusznej,Wymaga przygotowania na czczo.
1708,Badanie okulistyczne,Pomiar funkcji narządów wewnętrznych.
1709,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1710,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1711,Badanie kału,Wymaga przygotowania na czczo.
1712,Cytologia,Wymaga przygotowania na czczo.
1713,Badanie poziomu witaminy D,Standardowe badanie diagnostyczne.
1714,Badanie okulistyczne,Standardowe badanie diagnostyczne.
1715,Badanie przeciwciał,Pomiar funkcji narządów wewnętrznych.
1716,Holter EKG,Pomiar funkcji narządów wewnętrznych.
1717,Test PCR,Ocena stanu układu krążenia.
1718,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1719,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
1720,Badanie tarczycy,Wymaga przygotowania na czczo.
1721,USG jamy brzusznej,Pomiar funkcji narządów wewnętrznych.
1722,Badanie poziomu cukru,Ocena stanu układu krążenia.
1723,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1724,Echo serca,Stosowane w diagnostyce przewlekłych chorób.
1725,Tomografia komputerowa,Pomiar funkcji narządów wewnętrznych.
1726,Cytologia,Zalecane przy podejrzeniu infekcji.
1727,EKG,Ocena stanu układu krążenia.
1728,Gastroskopia,Wymaga przygotowania na czczo.
1729,Badanie poziomu cukru,Stosowane w diagnostyce przewlekłych chorób.
1730,RTG klatki piersiowej,Nieinwazyjne i bezbolesne.
1731,Spirometria,Wymaga przygotowania na czczo.
1732,Echo serca,Wskazanie do wykonania w ramach profilaktyki.
1733,Tomografia komputerowa,Wskazanie do wykonania w ramach profilaktyki.
1734,Morfologia krwi,Nieinwazyjne i bezbolesne.
1735,Holter EKG,Stosowane w diagnostyce przewlekłych chorób.
1736,Lipidogram,Ocena stanu układu krążenia.
1737,Lipidogram,Standardowe badanie diagnostyczne.
1738,Kolonoskopia,Wymaga przygotowania na czczo.
1739,Gastroskopia,Nieinwazyjne i bezbolesne.
1740,Spirometria,Zalecane przy podejrzeniu infekcji.
1741,Badanie poziomu cukru,Wyniki dostępne w ciągu 24 godzin.
1742,Test alergiczny,Zalecane przy podejrzeniu infekcji.
1743,Badanie okulistyczne,Ocena stanu układu krążenia.
1744,USG jamy brzusznej,Standardowe badanie diagnostyczne.
1745,EKG,Stosowane w diagnostyce przewlekłych chorób.
1746,Badanie okulistyczne,Wskazanie do wykonania w ramach profilaktyki.
1747,Kolonoskopia,Wymaga przygotowania na czczo.
1748,Kolonoskopia,Badanie obrazowe wysokiej rozdzielczości.
1749,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
1750,Lipidogram,Wyniki dostępne w ciągu 24 godzin.
1751,RTG klatki piersiowej,Pomiar funkcji narządów wewnętrznych.
1752,EKG,Standardowe badanie diagnostyczne.
1753,Badanie moczu,Badanie obrazowe wysokiej rozdzielczości.
1754,Holter EKG,Standardowe badanie diagnostyczne.
1755,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
1756,Badanie moczu,Standardowe badanie diagnostyczne.
1757,Test alergiczny,Nieinwazyjne i bezbolesne.
1758,Echo serca,Ocena stanu układu krążenia.
1759,Badanie moczu,Ocena stanu układu krążenia.
1760,Rezonans magnetyczny,Badanie obrazowe wysokiej rozdzielczości.
1761,EKG,Wyniki dostępne w ciągu 24 godzin.
1762,Badanie przeciwciał,Wyniki dostępne w ciągu 24 godzin.
1763,Badanie hormonalne,Wyniki dostępne w ciągu 24 godzin.
1764,Badanie tarczycy,Zalecane przy podejrzeniu infekcji.
1765,Spirometria,Stosowane w diagnostyce przewlekłych chorób.
1766,Badanie kału,Stosowane w diagnostyce przewlekłych chorób.
1767,Kolonoskopia,Wymaga przygotowania na czczo.
1768,Morfologia krwi,Stosowane w diagnostyce przewlekłych chorób.
1769,Lipidogram,Stosowane w diagnostyce przewlekłych chorób.
1770,RTG klatki piersiowej,Ocena stanu układu krążenia.
1771,Echo serca,Ocena stanu układu krążenia.
1772,Test alergiczny,Stosowane w diagnostyce przewlekłych chorób.
1773,Badanie przeciwciał,Standardowe badanie diagnostyczne.
1774,Test obciążenia glukozą,Nieinwazyjne i bezbolesne.
1775,Tomografia komputerowa,Badanie obrazowe wysokiej rozdzielczości.
1776,Holter EKG,Wyniki dostępne w ciągu 24 godzin.
1777,Badanie poziomu witaminy D,Badanie obrazowe wysokiej rozdzielczości.
1778,Badanie tarczycy,Wyniki dostępne w ciągu 24 godzin.
1779,Kolonoskopia,Pomiar funkcji narządów wewnętrznych.
1780,EKG,Wymaga przygotowania na czczo.
1781,Test PCR,Pomiar funkcji narządów wewnętrznych.
1782,Holter EKG,Wskazanie do wykonania w ramach profilaktyki.
1783,Rezonans magnetyczny,Wskazanie do wykonania w ramach profilaktyki.
1784,EKG,Wskazanie do wykonania w ramach profilaktyki.
1785,Test alergiczny,Wymaga przygotowania na czczo.
1786,Morfologia krwi,Ocena stanu układu krążenia.
1787,Holter EKG,Badanie obrazowe wysokiej rozdzielczości.
1788,EKG,Zalecane przy podejrzeniu infekcji.
1789,Test PCR,Ocena stanu układu krążenia.
