id_diagnozy,nazwa,opis
2259,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2260,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
2261,Depresja,Zalecana konsultacja specjalistyczna.
2262,Anemia,Zalecane leczenie farmakologiczne.
2263,Cukrzyca typu 2,"Przebieg łagodny, leczenie objawowe."
2264,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2265,Nadciśnienie,Konieczność obserwacji w warunkach domowych.
2266,Choroba wieńcowa,Stosować leki zgodnie z zaleceniami.
2267,Reumatoidalne zapalenie stawów,Zalecana konsultacja specjalistyczna.
2268,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
2269,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
2270,Reumatoidalne zapalenie stawów,"Przebieg łagodny, leczenie objawowe."
2271,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
2272,Osteoporoza,Zalecana zmiana stylu życia i diety.
2273,Zawał serca,Wymaga dalszej diagnostyki.
2274,Zapalenie wątroby typu A,Leczenie szpitalne nie jest wymagane.
2275,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2276,Nowotwór piersi,Zalecana konsultacja specjalistyczna.
2277,Zespół jelita drażliwego,Stosować leki zgodnie z zaleceniami.
2278,Angina,Zalecane leczenie farmakologiczne.
2279,Grypa,Zalecane leczenie farmakologiczne.
2280,Angina,Zalecane leczenie farmakologiczne.
2281,Nadciśnienie,Stosować leki zgodnie z zaleceniami.
2282,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
2283,Nadciśnienie,Wymaga dalszej diagnostyki.
2284,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2285,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
2286,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2287,Angina,Zalecana konsultacja specjalistyczna.
2288,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
2289,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
2290,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2291,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
2292,Nadciśnienie,Leczenie szpitalne nie jest wymagane.
2293,Osteoporoza,Zalecana zmiana stylu życia i diety.
2294,Nowotwór płuc,Konieczność obserwacji w warunkach domowych.
2295,Atopowe zapalenie skóry,Leczenie szpitalne nie jest wymagane.
2296,Cukrzyca typu 2,Zalecana konsultacja specjalistyczna.
2297,Alergia sezonowa,Konieczność obserwacji w warunkach domowych.
2298,Zapalenie oskrzeli,Stosować leki zgodnie z zaleceniami.
2299,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
2300,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
2301,Zapalenie wątroby typu A,"Ryzyko nawrotu choroby, zachować ostrożność."
2302,Angina,Zalecane leczenie farmakologiczne.
2303,Astma,Zalecane leczenie farmakologiczne.
2304,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
2305,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
2306,Borelioza,Wymaga dalszej diagnostyki.
2307,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
2308,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
2309,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
2310,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
2311,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
2312,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2313,Zespół jelita drażliwego,Leczenie szpitalne nie jest wymagane.
2314,Depresja,Stosować leki zgodnie z zaleceniami.
2315,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2316,Zapalenie płuc,Konieczność obserwacji w warunkach domowych.
2317,Zapalenie pęcherza,Zalecana zmiana stylu życia i diety.
2318,Zespół napięcia przedmiesiączkowego,Zalecane leczenie farmakologiczne.
2319,Zapalenie oskrzeli,"Ryzyko nawrotu choroby, zachować ostrożność."
2320,Astma,Wskazane badania kontrolne za 2 tygodnie.
2321,COVID-19,"Przebieg łagodny, leczenie objawowe."
2322,Zapalenie spojówek,Zalecana zmiana stylu życia i diety.
2323,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
2324,Zapalenie ucha środkowego,Zalecane leczenie farmakologiczne.
2325,Alergia sezonowa,Zalecana konsultacja specjalistyczna.
2326,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
2327,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
2328,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2329,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
2330,Zapalenie gardła,Leczenie szpitalne nie jest wymagane.
2331,Grypa,Konieczność obserwacji w warunkach domowych.
2332,Choroba wieńcowa,Zalecana konsultacja specjalistyczna.
2333,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
2334,Anemia,Leczenie szpitalne nie jest wymagane.
2335,Egzema,Wskazane badania kontrolne za 2 tygodnie.
2336,Egzema,Leczenie szpitalne nie jest wymagane.
2337,Cukrzyca typu 2,Wskazane badania kontrolne za 2 tygodnie.
2338,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
2339,Osteoporoza,Wymaga dalszej diagnostyki.
2340,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
2341,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2342,Zapalenie zatok,Wskazane badania kontrolne za 2 tygodnie.
2343,Zapalenie zatok,Zalecana konsultacja specjalistyczna.
2344,Angina,"Przebieg łagodny, leczenie objawowe."
2345,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2346,Zapalenie płuc,Leczenie szpitalne nie jest wymagane.
2347,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
2348,Migrena,Konieczność obserwacji w warunkach domowych.
2349,Choroba wieńcowa,Wymaga dalszej diagnostyki.
2350,Nowotwór piersi,Zalecane leczenie farmakologiczne.
2351,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
2352,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
2353,Zapalenie ucha środkowego,Stosować leki zgodnie z zaleceniami.
2354,Choroba refluksowa,Zalecane leczenie farmakologiczne.
2355,Alergia sezonowa,Wskazane badania kontrolne za 2 tygodnie.
2356,Depresja,Stosować leki zgodnie z zaleceniami.
2357,Borelioza,Leczenie szpitalne nie jest wymagane.
2358,Alergia sezonowa,Konieczność obserwacji w warunkach domowych.
2359,Egzema,Zalecane leczenie farmakologiczne.
2360,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
2361,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
2362,Zapalenie spojówek,Konieczność obserwacji w warunkach domowych.
2363,Choroba refluksowa,Leczenie szpitalne nie jest wymagane.
2364,Angina,"Przebieg łagodny, leczenie objawowe."
2365,Migrena,Stosować leki zgodnie z zaleceniami.
2366,Anemia,Leczenie szpitalne nie jest wymagane.
2367,Alergia sezonowa,Konieczność obserwacji w warunkach domowych.
2368,Borelioza,Zalecana konsultacja specjalistyczna.
2369,Nowotwór piersi,Zalecana zmiana stylu życia i diety.
2370,Astma,Stosować leki zgodnie z zaleceniami.
2371,Zapalenie oskrzeli,Konieczność obserwacji w warunkach domowych.
2372,Astma,Konieczność obserwacji w warunkach domowych.
2373,Anemia,"Przebieg łagodny, leczenie objawowe."
2374,COVID-19,"Przebieg łagodny, leczenie objawowe."
2375,Zapalenie ucha środkowego,"Przebieg łagodny, leczenie objawowe."
2376,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
2377,Kamica nerkowa,Wymaga dalszej diagnostyki.
2378,Niedoczynność tarczycy,"Przebieg łagodny, leczenie objawowe."
2379,Osteoporoza,Wymaga dalszej diagnostyki.
2380,Nadciśnienie,Wymaga dalszej diagnostyki.
2381,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2382,Nowotwór piersi,Wymaga dalszej diagnostyki.
2383,Astma,Zalecana zmiana stylu życia i diety.
2384,Egzema,"Przebieg łagodny, leczenie objawowe."
2385,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
2386,Atopowe zapalenie skóry,"Przebieg łagodny, leczenie objawowe."
2387,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2388,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
2389,Zapalenie oskrzeli,Wskazane badania kontrolne za 2 tygodnie.
2390,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2391,Nadciśnienie,Zalecana zmiana stylu życia i diety.
2392,Atopowe zapalenie skóry,Stosować leki zgodnie z zaleceniami.
2393,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
2394,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2395,Zapalenie spojówek,Leczenie szpitalne nie jest wymagane.
2396,Grypa,Zalecane leczenie farmakologiczne.
2397,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
2398,Angina,Zalecane leczenie farmakologiczne.
2399,Migrena,Stosować leki zgodnie z zaleceniami.
2400,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2401,Reumatoidalne zapalenie stawów,Zalecana zmiana stylu życia i diety.
2402,Grypa,"Przebieg łagodny, leczenie objawowe."
2403,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
2404,Nowotwór płuc,"Ryzyko nawrotu choroby, zachować ostrożność."
2405,Choroba wieńcowa,Konieczność obserwacji w warunkach domowych.
2406,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2407,Grypa,Zalecana zmiana stylu życia i diety.
2408,COVID-19,Wskazane badania kontrolne za 2 tygodnie.
2409,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
2410,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2411,Astma,Wymaga dalszej diagnostyki.
2412,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
2413,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2414,Choroba refluksowa,Wymaga dalszej diagnostyki.
2415,Choroba refluksowa,"Przebieg łagodny, leczenie objawowe."
2416,Depresja,Wskazane badania kontrolne za 2 tygodnie.
2417,Nowotwór płuc,Stosować leki zgodnie z zaleceniami.
2418,Angina,Zalecana zmiana stylu życia i diety.
2419,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2420,Egzema,Zalecana konsultacja specjalistyczna.
2421,Zapalenie pęcherza,"Przebieg łagodny, leczenie objawowe."
2422,Osteoporoza,Wymaga dalszej diagnostyki.
2423,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
2424,Zespół jelita drażliwego,Stosować leki zgodnie z zaleceniami.
2425,Borelioza,Wskazane badania kontrolne za 2 tygodnie.
2426,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2427,Choroba wieńcowa,Zalecane leczenie farmakologiczne.
2428,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2429,Zapalenie spojówek,Zalecane leczenie farmakologiczne.
2430,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2431,Borelioza,"Przebieg łagodny, leczenie objawowe."
2432,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
2433,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
2434,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
2435,Migrena,Wymaga dalszej diagnostyki.
2436,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2437,Angina,Zalecane leczenie farmakologiczne.
2438,Egzema,Zalecane leczenie farmakologiczne.
2439,COVID-19,Stosować leki zgodnie z zaleceniami.
2440,Zespół napięcia przedmiesiączkowego,Wskazane badania kontrolne za 2 tygodnie.
2441,Nadciśnienie,Zalecane leczenie farmakologiczne.
2442,Zespół napięcia przedmiesiączkowego,Zalecana konsultacja specjalistyczna.
2443,Nowotwór piersi,Wymaga dalszej diagnostyki.
2444,Kamica nerkowa,"Przebieg łagodny, leczenie objawowe."
2445,Migrena,Zalecana konsultacja specjalistyczna.
2446,COVID-19,Konieczność obserwacji w warunkach domowych.
2447,Borelioza,Stosować leki zgodnie z zaleceniami.
2448,Astma,Wskazane badania kontrolne za 2 tygodnie.
2449,Alergia sezonowa,Wskazane badania kontrolne za 2 tygodnie.
2450,Migrena,"Ryzyko nawrotu choroby, zachować ostrożność."
2451,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
2452,Osteoporoza,Zalecana zmiana stylu życia i diety.
2453,COVID-19,Leczenie szpitalne nie jest wymagane.
2454,Choroba wieńcowa,Konieczność obserwacji w warunkach domowych.
2455,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2456,Anemia,Konieczność obserwacji w warunkach domowych.
2457,Grypa,Leczenie szpitalne nie jest wymagane.
2458,Zawał serca,"Przebieg łagodny, leczenie objawowe."
2459,Borelioza,Konieczność obserwacji w warunkach domowych.
2460,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
2461,Reumatoidalne zapalenie stawów,Wskazane badania kontrolne za 2 tygodnie.
2462,Zapalenie oskrzeli,"Przebieg łagodny, leczenie objawowe."
2463,Depresja,Stosować leki zgodnie z zaleceniami.
2464,Zapalenie gardła,Zalecane leczenie farmakologiczne.
2465,Migrena,Stosować leki zgodnie z zaleceniami.
2466,Zawał serca,Zalecane leczenie farmakologiczne.
2467,Astma,Leczenie szpitalne nie jest wymagane.
2468,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
2469,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
2470,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
2471,Alergia sezonowa,Zalecane leczenie farmakologiczne.
2472,Zawał serca,Konieczność obserwacji w warunkach domowych.
2473,Zapalenie pęcherza,Wskazane badania kontrolne za 2 tygodnie.
2474,Zapalenie spojówek,Zalecana zmiana stylu życia i diety.
2475,Zespół napięcia przedmiesiączkowego,Konieczność obserwacji w warunkach domowych.
2476,Nowotwór piersi,Wymaga dalszej diagnostyki.
2477,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2478,Zapalenie płuc,Zalecana zmiana stylu życia i diety.
2479,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
2480,Anemia,Zalecana konsultacja specjalistyczna.
2481,Borelioza,Zalecana zmiana stylu życia i diety.
2482,Migrena,Konieczność obserwacji w warunkach domowych.
2483,Angina,Leczenie szpitalne nie jest wymagane.
2484,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
2485,Egzema,Zalecana konsultacja specjalistyczna.
2486,Egzema,Wymaga dalszej diagnostyki.
2487,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
2488,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2489,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
2490,Astma,Wskazane badania kontrolne za 2 tygodnie.
2491,Angina,Leczenie szpitalne nie jest wymagane.
2492,Nowotwór płuc,Zalecana konsultacja specjalistyczna.
2493,Niedoczynność tarczycy,Wymaga dalszej diagnostyki.
2494,Nowotwór piersi,Wskazane badania kontrolne za 2 tygodnie.
2495,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
2496,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
2497,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
2498,Depresja,Leczenie szpitalne nie jest wymagane.
2499,Depresja,Stosować leki zgodnie z zaleceniami.
2500,Zapalenie płuc,"Przebieg łagodny, leczenie objawowe."
2501,Reumatoidalne zapalenie stawów,Leczenie szpitalne nie jest wymagane.
2502,Angina,Konieczność obserwacji w warunkach domowych.
2503,Grypa,Stosować leki zgodnie z zaleceniami.
2504,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2505,Osteoporoza,Zalecana zmiana stylu życia i diety.
2506,Zapalenie wątroby typu A,Stosować leki zgodnie z zaleceniami.
2507,Angina,Leczenie szpitalne nie jest wymagane.
2508,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
2509,Zapalenie ucha środkowego,Leczenie szpitalne nie jest wymagane.
2510,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
2511,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
2512,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
2513,Zespół napięcia przedmiesiączkowego,Stosować leki zgodnie z zaleceniami.
2514,Zapalenie spojówek,Wymaga dalszej diagnostyki.
2515,COVID-19,Zalecane leczenie farmakologiczne.
2516,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
2517,Migrena,Zalecana konsultacja specjalistyczna.
2518,Egzema,Leczenie szpitalne nie jest wymagane.
2519,Kamica nerkowa,Zalecana zmiana stylu życia i diety.
2520,Borelioza,Wymaga dalszej diagnostyki.
2521,Choroba wieńcowa,"Przebieg łagodny, leczenie objawowe."
2522,Zespół jelita drażliwego,Wskazane badania kontrolne za 2 tygodnie.
2523,Osteoporoza,"Przebieg łagodny, leczenie objawowe."
2524,Zapalenie zatok,Leczenie szpitalne nie jest wymagane.
2525,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
2526,Angina,Zalecana konsultacja specjalistyczna.
2527,Nowotwór płuc,"Przebieg łagodny, leczenie objawowe."
2528,Grypa,Zalecane leczenie farmakologiczne.
2529,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
2530,Niedoczynność tarczycy,Wskazane badania kontrolne za 2 tygodnie.
2531,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
2532,Zapalenie gardła,Wskazane badania kontrolne za 2 tygodnie.
2533,Egzema,Wymaga dalszej diagnostyki.
2534,Nadciśnienie,"Przebieg łagodny, leczenie objawowe."
2535,Borelioza,Zalecane leczenie farmakologiczne.
2536,Astma,Wymaga dalszej diagnostyki.
2537,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
2538,Astma,Zalecana zmiana stylu życia i diety.
2539,Zespół jelita drażliwego,Wymaga dalszej diagnostyki.
2540,Choroba refluksowa,Zalecana zmiana stylu życia i diety.
2541,Cukrzyca typu 2,Stosować leki zgodnie z zaleceniami.
2542,Astma,"Ryzyko nawrotu choroby, zachować ostrożność."
2543,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2544,Egzema,Zalecana zmiana stylu życia i diety.
2545,Zawał serca,Wskazane badania kontrolne za 2 tygodnie.
2546,Osteoporoza,Zalecane leczenie farmakologiczne.
2547,Zapalenie płuc,"Przebieg łagodny, leczenie objawowe."
2548,Zespół jelita drażliwego,Konieczność obserwacji w warunkach domowych.
2549,Angina,"Ryzyko nawrotu choroby, zachować ostrożność."
2550,Zawał serca,"Ryzyko nawrotu choroby, zachować ostrożność."
2551,Choroba refluksowa,Wskazane badania kontrolne za 2 tygodnie.
2552,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2553,Zawał serca,Zalecana konsultacja specjalistyczna.
2554,Niedoczynność tarczycy,Wskazane badania kontrolne za 2 tygodnie.
2555,Reumatoidalne zapalenie stawów,Zalecana zmiana stylu życia i diety.
2556,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2557,Angina,Leczenie szpitalne nie jest wymagane.
2558,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
2559,Nowotwór płuc,Wskazane badania kontrolne za 2 tygodnie.
2560,Astma,Zalecana konsultacja specjalistyczna.
2561,Cukrzyca typu 2,Konieczność obserwacji w warunkach domowych.
2562,Angina,Wskazane badania kontrolne za 2 tygodnie.
2563,Choroba wieńcowa,Wymaga dalszej diagnostyki.
2564,Egzema,"Przebieg łagodny, leczenie objawowe."
2565,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2566,Depresja,Wymaga dalszej diagnostyki.
2567,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2568,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2569,Egzema,Stosować leki zgodnie z zaleceniami.
2570,Niedoczynność tarczycy,Wymaga dalszej diagnostyki.
2571,Nowotwór piersi,Leczenie szpitalne nie jest wymagane.
2572,Nadciśnienie,"Ryzyko nawrotu choroby, zachować ostrożność."
2573,Grypa,"Przebieg łagodny, leczenie objawowe."
2574,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
2575,Nadciśnienie,Zalecana zmiana stylu życia i diety.
2576,Zapalenie pęcherza,Zalecane leczenie farmakologiczne.
2577,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
2578,Depresja,Wskazane badania kontrolne za 2 tygodnie.
2579,Anemia,Leczenie szpitalne nie jest wymagane.
2580,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2581,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
2582,Zapalenie ucha środkowego,Wskazane badania kontrolne za 2 tygodnie.
2583,Zapalenie gardła,"Przebieg łagodny, leczenie objawowe."
2584,COVID-19,"Ryzyko nawrotu choroby, zachować ostrożność."
2585,Cukrzyca typu 2,Leczenie szpitalne nie jest wymagane.
2586,Choroba refluksowa,Konieczność obserwacji w warunkach domowych.
2587,Choroba wieńcowa,Zalecana zmiana stylu życia i diety.
2588,Astma,Zalecana konsultacja specjalistyczna.
2589,Kamica nerkowa,Zalecane leczenie farmakologiczne.
2590,Osteoporoza,Wskazane badania kontrolne za 2 tygodnie.
2591,Choroba refluksowa,Leczenie szpitalne nie jest wymagane.
2592,Zapalenie oskrzeli,Wymaga dalszej diagnostyki.
2593,Zapalenie wątroby typu A,Konieczność obserwacji w warunkach domowych.
2594,Choroba refluksowa,Zalecane leczenie farmakologiczne.
2595,Anemia,"Ryzyko nawrotu choroby, zachować ostrożność."
2596,COVID-19,Konieczność obserwacji w warunkach domowych.
2597,Migrena,Wskazane badania kontrolne za 2 tygodnie.
2598,Nowotwór płuc,Leczenie szpitalne nie jest wymagane.
2599,Migrena,Zalecana konsultacja specjalistyczna.
2600,Nowotwór piersi,"Ryzyko nawrotu choroby, zachować ostrożność."
2601,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
2602,Cukrzyca typu 2,Zalecane leczenie farmakologiczne.
2603,Zapalenie pęcherza,Wymaga dalszej diagnostyki.
2604,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2605,Alergia sezonowa,Wymaga dalszej diagnostyki.
2606,Egzema,Konieczność obserwacji w warunkach domowych.
2607,Zapalenie spojówek,Zalecana konsultacja specjalistyczna.
2608,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
2609,Zawał serca,"Przebieg łagodny, leczenie objawowe."
2610,Zapalenie wątroby typu A,"Przebieg łagodny, leczenie objawowe."
2611,Anemia,Wymaga dalszej diagnostyki.
2612,Alergia sezonowa,Leczenie szpitalne nie jest wymagane.
2613,Kamica nerkowa,Wskazane badania kontrolne za 2 tygodnie.
2614,Angina,Stosować leki zgodnie z zaleceniami.
2615,Depresja,Zalecana zmiana stylu życia i diety.
2616,Zawał serca,Zalecane leczenie farmakologiczne.
2617,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2618,Zapalenie wątroby typu A,Wskazane badania kontrolne za 2 tygodnie.
2619,Zapalenie gardła,"Ryzyko nawrotu choroby, zachować ostrożność."
2620,Nowotwór płuc,Zalecane leczenie farmakologiczne.
2621,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
2622,Anemia,Wskazane badania kontrolne za 2 tygodnie.
2623,Osteoporoza,Zalecane leczenie farmakologiczne.
2624,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2625,Zespół napięcia przedmiesiączkowego,Leczenie szpitalne nie jest wymagane.
2626,Osteoporoza,Wymaga dalszej diagnostyki.
2627,Zapalenie pęcherza,Zalecana konsultacja specjalistyczna.
2628,Depresja,Stosować leki zgodnie z zaleceniami.
2629,Kamica nerkowa,Zalecana konsultacja specjalistyczna.
2630,Nadciśnienie,Wskazane badania kontrolne za 2 tygodnie.
2631,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2632,Borelioza,Leczenie szpitalne nie jest wymagane.
2633,Zawał serca,Wymaga dalszej diagnostyki.
2634,Choroba wieńcowa,Wskazane badania kontrolne za 2 tygodnie.
2635,Osteoporoza,Wymaga dalszej diagnostyki.
2636,Alergia sezonowa,Wymaga dalszej diagnostyki.
2637,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2638,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
2639,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
2640,Zespół jelita drażliwego,"Przebieg łagodny, leczenie objawowe."
2641,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
2642,Choroba refluksowa,Leczenie szpitalne nie jest wymagane.
2643,Angina,Zalecana konsultacja specjalistyczna.
2644,Reumatoidalne zapalenie stawów,Zalecane leczenie farmakologiczne.
2645,Borelioza,Zalecane leczenie farmakologiczne.
2646,Depresja,Leczenie szpitalne nie jest wymagane.
2647,Zapalenie wątroby typu A,Zalecana zmiana stylu życia i diety.
2648,Choroba wieńcowa,Leczenie szpitalne nie jest wymagane.
2649,Choroba refluksowa,Zalecana konsultacja specjalistyczna.
2650,Zapalenie zatok,Zalecana zmiana stylu życia i diety.
2651,Borelioza,Zalecana zmiana stylu życia i diety.
2652,Cukrzyca typu 2,Wymaga dalszej diagnostyki.
2653,Choroba refluksowa,Stosować leki zgodnie z zaleceniami.
2654,Zawał serca,Leczenie szpitalne nie jest wymagane.
2655,Nowotwór piersi,Zalecane leczenie farmakologiczne.
2656,Zawał serca,Wymaga dalszej diagnostyki.
2657,Zapalenie ucha środkowego,Zalecana konsultacja specjalistyczna.
2658,Anemia,Leczenie szpitalne nie jest wymagane.
2659,Niedoczynność tarczycy,"Ryzyko nawrotu choroby, zachować ostrożność."
2660,Zespół napięcia przedmiesiączkowego,"Ryzyko nawrotu choroby, zachować ostrożność."
2661,Egzema,Leczenie szpitalne nie jest wymagane.
2662,Alergia sezonowa,Zalecane leczenie farmakologiczne.
2663,Zawał serca,Konieczność obserwacji w warunkach domowych.
2664,Zespół napięcia przedmiesiączkowego,Wymaga dalszej diagnostyki.
2665,Cukrzyca typu 2,"Ryzyko nawrotu choroby, zachować ostrożność."
2666,Atopowe zapalenie skóry,Zalecana zmiana stylu życia i diety.
2667,Atopowe zapalenie skóry,Wskazane badania kontrolne za 2 tygodnie.
2668,Osteoporoza,Zalecana zmiana stylu życia i diety.
2669,Zapalenie wątroby typu A,Leczenie szpitalne nie jest wymagane.
2670,Atopowe zapalenie skóry,Zalecana konsultacja specjalistyczna.
2671,Reumatoidalne zapalenie stawów,Stosować leki zgodnie z zaleceniami.
2672,Egzema,"Ryzyko nawrotu choroby, zachować ostrożność."
2673,Zapalenie oskrzeli,Leczenie szpitalne nie jest wymagane.
2674,Kamica nerkowa,Leczenie szpitalne nie jest wymagane.
2675,Grypa,Wskazane badania kontrolne za 2 tygodnie.
2676,Alergia sezonowa,"Przebieg łagodny, leczenie objawowe."
2677,Zapalenie płuc,Zalecane leczenie farmakologiczne.
2678,Zespół jelita drażliwego,Zalecane leczenie farmakologiczne.
2679,Zapalenie płuc,Wskazane badania kontrolne za 2 tygodnie.
2680,Zespół napięcia przedmiesiączkowego,Zalecana zmiana stylu życia i diety.
2681,Borelioza,"Ryzyko nawrotu choroby, zachować ostrożność."
2682,Zapalenie oskrzeli,Zalecane leczenie farmakologiczne.
2683,Zapalenie gardła,Zalecana konsultacja specjalistyczna.
